No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
1,22,0,0,0,0,0,0,0,1,0,0,1,1,1408,0,1.0,0,207.0,0.4576414171587748,26848,1,0,0.0,1,,,0.007710071513706794,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,1
1,18,0,0,0,0,0,0,0,0,0,0,0,0,456,0,1.0,0,3.2,0.0531597137401175,20618,0,1,6249.599999999999,0,,,0.00015520419051314388,1,,,Very Low (<10%),Target (<36%),<1%,Moderate (5K–10K),<500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,2141,3,0.0,0,326.0,0.1662609640087455,27343,0,0,0.0,0,,597.0,0.011922612734520718,1,Fair,591-600,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,22,0,0,0,0,0,0,1,0,0,0,0,0,1497,1,0.0,0,211.0,0.3108280697142392,30734,0,0,0.0,0,,,0.006865360838159693,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
1,18,0,0,1,0,0,0,1,1,0,0,0,1,1588,0,2.0,0,423.2000000000001,0.3298303097052145,37630,0,0,0.0,1,,,0.011246346000531494,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,1
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2145,1,1.0,0,417.6,0.0558633269478406,20941,1,1,10567.9,0,,,0.019941741082087773,1,,,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,24,0,0,0,0,0,0,1,0,0,0,1,0,1973,2,1.0,0,826.0,0.6872459779621876,32407,1,0,0.0,0,,513.0,0.025488320424599625,1,Poor,511-520,High (60-100%),Target (<36%),1–3%,No debt,1501-2000,0
0,18,0,0,0,0,0,0,0,0,1,0,0,0,125,0,1.0,0,624.8000000000001,0.0,38674,0,1,16757.3,0,,671.0,0.016155556704762892,1,Good,671-680,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),<500,0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1860,2,1.0,0,829.0,0.1224540556950208,49730,0,0,0.0,0,,546.0,0.01667001809772773,1,Poor,541-550,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,667,2,2.0,0,391.2000000000001,0.358940266183286,28680,0,1,1600.9,0,,,0.01364016736401674,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),501-1000,0
0,21,0,0,0,0,0,1,0,1,0,0,0,0,1483,2,1.0,0,576.0,0.0785830514670165,41238,0,1,8939.0,0,,642.0,0.013967699694456569,1,Fair,641-650,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,827,3,1.0,0,844.0,0.4729652384315918,47092,0,0,0.0,0,,646.0,0.017922364732863332,1,Fair,641-650,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,1429,3,1.0,0,940.0,0.4161715712377479,26386,0,0,0.0,0,,517.0,0.035624952626392786,1,Poor,511-520,Moderate (30-60%),Target (<36%),3–5%,No debt,1001-1500,0
1,20,0,0,1,0,0,0,0,1,1,0,0,1,730,1,2.0,0,617.6,0.2111798252414262,40394,0,1,2287.6,1,,,0.015289399415754816,1,,,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),501-1000,1
1,20,0,0,0,0,0,1,1,0,0,0,0,0,2014,0,2.0,0,196.8,0.0461891040140894,25754,1,1,4229.4,0,,,0.007641531412596102,1,,,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),2001-2500,0
1,18,0,0,0,0,0,1,0,0,1,0,0,0,2285,2,0.0,0,162.4,0.0,31990,1,0,0.0,0,,,0.005076586433260394,1,,,Very Low (<10%),Target (<36%),<1%,No debt,2001-2500,0
0,25,0,0,1,0,0,0,0,1,0,0,1,0,1099,2,2.0,0,136.0,0.3853036626243032,30254,0,0,0.0,0,,531.0,0.0044952733522839955,1,Poor,531-540,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
0,20,0,0,0,0,0,1,0,0,1,0,0,1,312,2,2.0,0,736.0,0.4319263896254999,49371,0,1,15593.2,0,,634.0,0.01490753681310891,1,Fair,631-640,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),<500,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,796,2,0.0,0,42.400000000000006,0.104880729974372,45405,0,1,1590.4,0,,,0.0009338178614690014,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),501-1000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1922,1,0.0,0,519.2,0.2827176429759573,29569,0,0,0.0,0,,673.0,0.017558929960431534,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,20,0,0,0,0,0,1,0,0,1,0,0,1,2019,3,2.0,0,434.4,0.2132268400056693,18507,1,1,12685.4,0,,678.0,0.02347219970821851,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,22,0,0,1,0,0,0,1,0,0,0,1,0,742,2,2.0,0,382.0,0.3507238710718841,27927,1,0,0.0,1,50.0,549.0,0.013678518995953737,1,Poor,541-550,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,1
1,19,0,0,0,0,0,0,0,0,1,0,0,0,320,1,2.0,0,759.2,0.2103124922498659,44347,1,1,12576.2,0,,,0.0171195345795657,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),<500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,1,1752,3,2.0,0,264.0,0.3398361631095981,53892,0,0,0.0,0,,557.0,0.004898686261411712,1,Poor,551-560,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2219,3,2.0,0,476.8,0.2586904504718932,29279,0,1,15598.1,0,,643.0,0.016284709177226,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
1,18,0,0,0,0,0,0,0,0,1,0,0,0,2109,0,0.0,1,1253.6,0.0,20936,0,1,12110.0,0,,,0.05987772258311043,1,,,Very Low (<10%),Target (<36%),5–7%,High (10K–15K),2001-2500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2578,3,1.0,1,1664.8000000000002,0.2698701350393854,32287,1,0,0.0,0,,633.0,0.0515625483940905,1,Fair,631-640,Low (10-30%),Target (<36%),5–7%,No debt,>2500,0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,1220,2,2.0,0,749.0,0.66526376505165,24869,0,0,0.0,0,,634.0,0.030117817362982024,1,Fair,631-640,High (60-100%),Target (<36%),3–5%,No debt,1001-1500,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,1416,3,1.0,0,431.2000000000001,0.0761803353658225,20887,0,1,4326.0,0,,,0.020644419974146604,1,,,Very Low (<10%),Target (<36%),1–3%,Low (1K–5K),1001-1500,0
1,25,0,0,0,0,0,1,1,0,1,0,0,0,2712,2,2.0,0,465.0,0.2169722962602687,36771,0,0,0.0,0,,,0.012645835033042343,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,21,0,0,1,0,0,0,0,1,0,0,0,0,346,1,2.0,0,439.2000000000001,0.2011830652130693,20881,1,0,0.0,1,,507.0,0.021033475408265893,1,Poor,501-510,Low (10-30%),Target (<36%),1–3%,No debt,<500,1
0,19,0,0,1,0,0,0,1,1,0,1,0,1,1811,0,2.0,1,461.6,0.0644759077443156,36255,0,0,0.0,1,,581.0,0.012732036960419253,1,Fair,581-590,Very Low (<10%),Target (<36%),1–3%,No debt,1501-2000,1
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1402,2,2.0,0,133.6,0.4423082800649229,45856,0,0,0.0,0,,,0.002913468248429867,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1039,0,2.0,0,508.0,0.1,42648,0,0,0.0,0,,643.0,0.011911461264303133,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,24,0,0,1,0,0,1,1,1,1,0,1,0,2564,0,0.0,1,1063.0,0.1974384618076553,27947,0,0,0.0,0,,553.0,0.038036282964182204,1,Poor,551-560,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
1,23,0,0,0,0,0,0,1,0,0,0,0,0,2991,1,2.0,0,188.0,0.5646923297749545,22922,0,1,22181.0,0,,,0.008201727597940843,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),>2500,0
1,25,0,0,0,0,0,1,0,0,1,1,0,0,1196,2,1.0,0,689.0,0.5130311699563426,34766,0,0,0.0,1,,,0.019818213196801472,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,1
1,22,0,0,0,0,0,0,0,0,0,0,0,1,1408,2,1.0,0,561.0,0.0006229117393916,39181,1,0,0.0,0,,,0.014318164416426329,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,20,0,0,0,0,0,1,0,0,0,0,0,1,2862,0,1.0,0,276.8,0.217339167535447,33960,0,0,0.0,0,,652.0,0.008150765606595996,1,Fair,651-660,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0.0,0,357.6,0.1675872904871519,31799,0,1,17035.899999999998,0,,649.0,0.011245636655240731,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,Very High (>15K),1001-1500,0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1756,2,0.0,1,1178.0,0.4009480676245663,23583,0,0,0.0,0,,584.0,0.04995123605987364,1,Fair,581-590,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
1,23,0,0,1,0,0,1,1,1,1,0,0,0,1908,2,1.0,1,1369.0,0.4137372771205886,46464,1,0,0.0,0,,,0.02946367079889807,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,132,1,2.0,0,661.6,0.0,37989,1,1,5997.599999999999,0,,,0.017415567664323884,1,,,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
1,18,0,0,0,0,0,1,0,0,0,0,0,0,376,3,3.0,0,346.40000000000003,0.2562484747754611,52629,0,0,0.0,0,,,0.006581922514203197,1,,,Low (10-30%),Target (<36%),<1%,No debt,<500,0
1,20,0,0,1,0,0,0,1,1,0,1,0,0,616,3,3.0,1,1312.0,0.255753980668623,26997,0,1,3657.5,0,,,0.04859799236952254,1,,,Low (10-30%),Target (<36%),3–5%,Low (1K–5K),501-1000,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2680,1,1.0,0,916.0,0.0757517634681558,28313,1,1,16130.0,0,,593.0,0.032352629534136264,1,Fair,591-600,Very Low (<10%),Target (<36%),3–5%,Very High (>15K),>2500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2541,1,2.0,0,714.0,0.275705690639665,38906,0,0,0.0,0,,674.0,0.01835192515293271,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,23,0,0,0,0,0,1,0,0,1,0,1,0,1788,0,0.0,0,924.0,0.6281462905558538,53089,0,0,0.0,0,,583.0,0.01740473544425399,1,Fair,581-590,High (60-100%),Target (<36%),1–3%,No debt,1501-2000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,580,1,1.0,0,122.4,0.3811766709658803,36100,0,1,1950.2,0,,,0.0033905817174515237,1,,,Moderate (30-60%),Target (<36%),<1%,Low (1K–5K),501-1000,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,2919,1,0.0,0,212.0,0.221426489181513,25367,1,0,0.0,0,,,0.008357314621358457,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,669,1,0.0,1,605.0,0.6575664630288003,53709,0,0,0.0,0,,542.0,0.011264406337857715,1,Poor,541-550,High (60-100%),Target (<36%),1–3%,No debt,501-1000,0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1585,3,2.0,0,538.4,0.2547390101096768,19996,1,0,0.0,0,,,0.0269253850770154,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,24,0,0,1,0,0,0,0,1,0,0,1,0,1460,1,0.0,1,1082.0,0.1398438412437147,19172,0,0,0.0,1,,,0.05643646985186731,1,,,Low (10-30%),Target (<36%),5–7%,No debt,1001-1500,1
1,24,0,0,0,0,0,0,0,0,1,0,1,1,2877,2,1.0,0,105.0,0.3519208176812711,20244,0,0,0.0,0,,,0.005186721991701245,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2901,0,1.0,0,525.0,0.3272056716725779,27045,0,0,0.0,0,,,0.019412090959511925,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
1,24,0,0,0,0,0,1,0,1,0,0,0,0,1636,1,0.0,0,852.0,0.1883361270253205,42503,0,0,0.0,0,,,0.02004564383690563,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,20,0,0,0,0,0,1,0,0,0,0,0,0,504,3,0.0,1,463.2000000000001,0.2094819640434213,38914,0,1,6953.099999999999,0,,671.0,0.01190317109523565,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
0,18,0,0,0,0,0,1,1,0,0,0,0,0,790,1,2.0,0,200.0,0.0765549799845925,39271,0,0,0.0,0,,570.0,0.005092816582210792,1,Poor,561-570,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
1,24,0,0,1,0,0,0,0,0,1,1,1,0,2582,1,1.0,0,902.0,0.2723481863748345,24159,0,0,0.0,0,,,0.037335982449604704,1,,,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
1,24,0,0,0,0,0,0,0,0,1,0,1,0,1926,1,0.0,0,619.0,0.1697301315049911,40356,0,0,0.0,0,,,0.015338487461591832,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,19,0,0,0,0,0,0,0,0,0,0,1,1,1805,0,0.0,1,266.40000000000003,0.2176330063515927,18877,0,0,0.0,0,,616.0,0.014112411929861738,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,19,0,0,1,0,0,1,0,1,1,0,0,0,270,2,1.0,0,316.0,0.2261381780779185,37403,0,1,13269.2,1,,,0.008448520172178703,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),<500,1
1,21,0,0,0,0,0,0,0,0,0,0,1,0,915,1,0.0,0,583.2,0.29015576086849,23565,0,0,0.0,0,,,0.024748567791215786,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,2571,3,1.0,1,1009.0,0.2097802762246368,18706,0,0,0.0,0,,,0.05393991232759542,1,,,Low (10-30%),Target (<36%),5–7%,No debt,>2500,0
0,20,0,0,0,0,0,1,0,0,0,0,1,0,2048,0,1.0,1,361.6,0.0787715092351056,45043,0,1,1654.8,0,,640.0,0.008027884465954755,1,Fair,631-640,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),2001-2500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1201,2,0.0,0,603.0,0.270012965804304,38528,0,0,0.0,0,,654.0,0.015650955149501662,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,24,0,0,0,0,0,1,1,0,0,0,0,0,1226,2,0.0,0,54.0,0.2352486786886428,48063,1,0,0.0,0,,556.0,0.0011235253729480058,1,Poor,551-560,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
1,18,0,0,0,0,0,0,0,1,0,0,0,0,2709,2,0.0,0,372.0,0.3084025487834531,23670,0,0,0.0,0,,,0.015716096324461342,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,21,0,0,0,0,0,0,0,0,1,0,0,0,1352,0,0.0,0,200.8,0.2819282507646042,54160,0,1,13950.3,0,,558.0,0.0037075332348596754,1,Poor,551-560,Low (10-30%),Target (<36%),<1%,High (10K–15K),1001-1500,0
1,25,0,0,0,0,0,0,0,0,0,0,0,1,2314,0,2.0,0,139.0,0.2641827432774122,45433,0,1,16993.0,0,,,0.0030594501793850285,1,,,Low (10-30%),Target (<36%),<1%,Very High (>15K),2001-2500,0
0,21,0,0,0,0,0,0,1,0,0,0,0,1,467,3,2.0,0,551.2,0.0,41042,0,1,11123.0,0,,558.0,0.013430144729788998,1,Poor,551-560,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),<500,0
0,23,0,0,0,0,0,1,0,0,1,0,0,0,326,3,2.0,1,1004.0,0.0,51455,0,0,0.0,0,,604.0,0.01951219512195122,1,Fair,601-610,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
0,22,0,0,0,0,0,0,0,0,1,0,0,0,2571,1,2.0,0,834.0,0.1661748567786094,32419,1,0,0.0,0,,609.0,0.025725654708658504,1,Fair,601-610,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1189,1,2.0,0,586.0,0.0,51861,0,0,0.0,0,,531.0,0.011299435028248588,1,Poor,531-540,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,24,0,0,0,0,0,1,1,0,1,0,1,0,1837,0,0.0,0,48.0,0.1426067694498885,41790,0,1,11589.0,0,,677.0,0.001148600143575018,1,Good,671-680,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2778,3,2.0,1,1165.0,0.2782830254183693,25959,0,0,0.0,0,,670.0,0.04487846219037713,1,Good,661-670,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
0,24,0,0,0,0,0,0,1,1,0,0,0,1,231,0,1.0,0,771.0,0.5125551007305589,30316,1,0,0.0,1,,677.0,0.025432115054756566,1,Good,671-680,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,1
0,20,0,0,0,0,0,0,0,0,0,0,1,1,645,2,2.0,0,167.20000000000002,0.2754436347892479,51737,0,0,0.0,0,,623.0,0.0032317297098788103,1,Fair,621-630,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
1,22,0,0,1,0,0,0,1,1,0,0,1,0,2352,3,1.0,0,765.0,0.122198539899396,21727,0,1,6958.0,0,,,0.035209646983016527,1,,,Low (10-30%),Target (<36%),3–5%,Moderate (5K–10K),2001-2500,0
1,21,0,0,0,0,0,0,0,0,1,0,0,0,535,0,2.0,0,681.6,0.2117497543555903,31560,0,1,12575.5,0,,,0.021596958174904944,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,22,0,0,0,0,0,0,0,0,0,0,0,1,2322,0,0.0,0,602.0,0.3844731118923794,45867,1,1,8697.0,0,,555.0,0.013124904615518783,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
0,25,0,0,0,0,0,1,1,0,0,0,1,0,614,1,1.0,1,1075.0,0.1669894482337686,41104,0,0,0.0,0,,520.0,0.026153172440638382,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,24,0,0,0,0,0,0,0,0,0,0,1,1,1557,3,2.0,0,949.0,0.2809392701652393,54833,0,0,0.0,0,,537.0,0.017307096091769555,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,20,0,0,1,0,0,0,0,0,0,1,0,1,1942,3,2.0,0,715.2,0.3683973717070672,23147,0,0,0.0,0,,677.0,0.03089817254935845,1,Good,671-680,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,2165,3,0.0,0,370.4,0.3393520211921094,19044,0,0,0.0,0,,610.0,0.019449695442134006,1,Fair,601-610,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2968,1,2.0,1,1587.0,0.3890029614135715,42207,0,0,0.0,0,,534.0,0.037600398038240106,1,Poor,531-540,Moderate (30-60%),Target (<36%),3–5%,No debt,>2500,0
0,21,0,0,0,0,0,1,1,0,0,0,1,0,1102,0,1.0,0,113.6,0.4355184032777436,32670,0,1,5292.0,0,,627.0,0.0034771962044689315,1,Fair,621-630,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),1001-1500,0
1,19,0,0,0,0,0,0,0,1,0,0,1,0,2805,2,1.0,0,40.8,0.2510688704947269,40763,0,1,4656.4,0,,,0.0010009076858916173,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),>2500,0
1,19,0,0,0,0,0,0,0,0,0,1,0,0,1214,2,2.0,1,1172.8,0.477293646966575,46718,1,0,0.0,1,,,0.025103814375615395,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,1
0,22,0,0,1,0,0,0,0,1,0,1,0,1,1638,1,2.0,0,816.0,0.2111271063369582,28762,0,0,0.0,1,,516.0,0.028370766984215284,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,1
0,23,0,0,0,0,0,0,0,0,0,0,1,1,330,2,0.0,0,895.0,0.2600555091720095,49826,0,0,0.0,0,,621.0,0.01796250953317545,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2631,2,0.0,0,494.4,0.127738482425268,27969,0,1,9786.0,0,,,0.017676713504236833,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1998,1,1.0,1,823.0,0.384180107161249,21981,0,0,0.0,0,,631.0,0.03744142668668395,1,Fair,631-640,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
0,23,0,0,0,0,0,1,0,1,1,0,0,0,2729,2,1.0,0,703.0,0.1837507467304174,22710,0,1,15122.0,0,,670.0,0.030955526199911935,1,Good,661-670,Low (10-30%),Target (<36%),3–5%,Very High (>15K),>2500,0
0,21,0,0,1,0,0,0,0,0,0,0,0,1,1247,0,2.0,0,523.2,0.0,31503,1,0,0.0,1,50.0,671.0,0.01660794210075231,1,Good,671-680,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,1
1,21,0,0,0,0,0,0,0,1,0,1,0,0,882,0,2.0,1,197.6,0.1507376844960859,19040,1,0,0.0,0,,,0.010378151260504202,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1750,2,2.0,0,300.8,0.2567727382921034,20786,0,1,3317.3,0,,550.0,0.014471278745309343,1,Poor,541-550,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),1501-2000,0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,970,0,2.0,0,484.0,0.2848035003276966,22792,1,1,14876.4,0,,,0.021235521235521235,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,21,0,0,1,0,0,0,0,1,1,1,0,0,777,3,2.0,0,799.2,0.1537437992480218,32842,1,1,12016.2,1,,645.0,0.024334693380427503,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,1
0,23,0,0,0,0,0,0,0,0,0,0,1,0,482,0,0.0,0,278.0,0.3662057881913548,22700,0,1,9526.0,0,,560.0,0.012246696035242291,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
0,23,0,0,0,0,0,1,1,1,1,1,0,0,970,3,1.0,0,852.0,0.2895361288509481,43020,0,0,0.0,1,,654.0,0.0198047419804742,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,1
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1139,0,0.0,0,206.4,0.0,42118,0,0,0.0,0,,,0.004900517593427988,1,,,Very Low (<10%),Target (<36%),<1%,No debt,1001-1500,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,545,3,1.0,0,858.0,0.3724387820625082,45684,0,0,0.0,0,,,0.01878119254005779,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,19,0,0,0,0,0,0,1,0,0,0,0,0,464,2,0.0,0,432.0,0.104852152758751,53969,0,1,12007.1,0,,634.0,0.008004595230595341,1,Fair,631-640,Low (10-30%),Target (<36%),<1%,High (10K–15K),<500,0
0,24,0,0,0,0,0,1,1,0,0,0,0,1,1776,3,2.0,0,77.0,0.6136647163847081,50536,0,0,0.0,0,,675.0,0.0015236662972930189,1,Good,671-680,High (60-100%),Target (<36%),<1%,No debt,1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,1024,2,1.0,0,256.0,0.2717884509785231,24854,0,1,6745.9,0,,,0.010300152892894503,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,1,335,3,2.0,0,281.0,0.3185715104248143,20983,0,0,0.0,0,,554.0,0.013391793356526712,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,1,0,0,1,1844,0,0.0,0,344.8,0.3200505658402207,41290,0,1,3705.1,0,,,0.008350690239767498,1,,,Moderate (30-60%),Target (<36%),<1%,Low (1K–5K),1501-2000,0
1,18,0,0,0,0,0,1,0,0,1,0,1,0,2354,2,0.0,0,639.2,0.2147742643935577,50312,0,0,0.0,0,,,0.01270472253140404,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,610,1,1.0,0,336.0,0.0,46511,0,1,3662.4,0,,,0.007224097525316592,1,,,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),501-1000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,874,2,1.0,0,774.4000000000001,0.2293355952233685,53851,1,0,0.0,0,,,0.014380420047909976,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,23,0,0,0,0,0,0,0,0,1,0,0,0,1943,2,2.0,0,79.0,0.2067749954756239,33799,0,1,15306.0,0,,624.0,0.002337347258794639,1,Fair,621-630,Low (10-30%),Target (<36%),<1%,Very High (>15K),1501-2000,0
1,18,0,0,0,0,0,0,1,1,0,0,1,1,2227,0,2.0,0,226.4,0.3438186241046836,35127,0,1,10815.7,0,,,0.006445184615822587,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),2001-2500,0
0,21,0,0,0,0,0,0,0,1,0,0,0,0,1444,2,2.0,0,336.8,0.2959931961954474,21190,0,0,0.0,1,,621.0,0.015894289759320435,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,1
0,22,0,0,1,0,0,0,0,1,0,0,1,0,2625,0,2.0,0,903.0,0.2733031483225357,22712,1,0,0.0,0,,671.0,0.03975871785840084,1,Good,671-680,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
