No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,FICO_Imputed
1,19,0,0,0,0,0,0,0,0,0,0,1,0,2210,1,1.0,0,232.8,0.3542876169219209,49028,1,1,13156.5,0,,,999
1,21,0,0,0,0,0,1,0,0,0,0,0,0,191,3,1.0,0,436.8,0.4853641859367968,40010,0,0,0.0,0,,,999
0,21,0,0,0,0,0,0,0,1,0,1,0,0,787,3,2.0,0,45.6,0.197804179603083,39505,0,0,0.0,1,,641.0,641
0,19,0,0,0,0,0,0,0,0,0,0,1,1,1293,2,1.0,0,504.0,0.2037718575222839,28185,0,0,0.0,0,,521.0,521
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1766,0,0.0,0,3.2,0.0956149597721353,30989,0,1,15873.9,0,,677.0,677
0,21,0,0,1,0,0,0,0,1,0,0,0,0,2170,3,2.0,0,392.8,0.4269753468258103,45030,0,0,0.0,0,,614.0,614
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2774,3,1.0,0,267.0,0.3169863566848975,45068,1,0,0.0,0,,619.0,619
0,25,0,0,0,0,0,0,1,0,1,0,0,0,2547,3,1.0,1,1531.0,0.5412347041818841,20671,0,0,0.0,0,,525.0,525
0,18,0,0,0,0,0,0,0,0,0,0,0,1,2675,1,1.0,0,432.0,0.1803188907556352,42416,1,1,8866.199999999999,0,,530.0,530
1,25,0,0,0,0,0,1,0,0,1,0,1,0,1189,3,2.0,1,1084.0,0.1730231271023753,28479,0,0,0.0,0,,,999
0,25,0,0,1,0,0,1,0,1,0,0,0,0,380,2,0.0,0,969.0,0.5623545691547799,38673,0,0,0.0,1,,677.0,677
0,20,0,0,0,0,0,0,0,0,0,0,1,0,1693,3,2.0,0,506.4,0.0412106861636054,20369,1,1,2017.4,0,,525.0,525
0,24,0,0,0,0,0,1,1,0,0,0,0,0,873,3,1.0,1,656.0,0.166256356582674,51651,0,0,0.0,0,,501.0,501
0,23,0,0,0,0,0,1,0,0,0,0,0,0,1711,0,1.0,0,374.0,0.1790040675258662,41196,0,1,14373.0,0,,566.0,566
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2856,1,1.0,0,308.8,0.3724516898291962,22554,0,1,10703.7,0,,651.0,651
1,18,0,0,0,0,0,1,0,0,0,0,0,1,1361,3,2.0,0,625.6,0.2913918006115982,40168,0,1,12863.9,0,,,999
0,22,0,0,0,0,0,0,1,0,0,0,1,0,280,1,1.0,0,334.0,0.2577233187101844,43169,1,1,5897.0,0,,530.0,530
0,19,0,0,1,0,0,0,0,1,1,0,1,0,277,2,1.0,0,9.6,0.3106400399654703,19619,0,0,0.0,0,,594.0,594
0,20,0,0,1,0,0,0,1,1,0,1,0,0,2286,2,0.0,0,612.0,0.0,25062,0,1,8553.3,1,,581.0,581
1,25,0,0,1,0,0,1,1,1,1,1,0,0,2518,2,0.0,0,171.0,0.1738212460237075,49018,0,0,0.0,1,,,999
0,24,0,0,0,0,0,1,0,0,1,0,0,1,2370,1,0.0,0,920.0,0.4296830390494611,42357,0,0,0.0,0,,524.0,524
0,19,0,0,0,0,0,0,1,0,0,0,0,1,2549,0,1.0,0,204.0,0.0440164224978204,20321,0,0,0.0,0,,572.0,572
0,23,0,0,0,0,0,0,0,0,0,0,0,0,157,2,0.0,0,159.0,0.0058385378827543,47470,0,1,7566.0,0,,505.0,505
1,23,0,0,0,0,0,1,0,0,0,0,0,1,92,3,1.0,0,302.0,0.330983599989621,24686,0,0,0.0,0,,,999
0,20,0,0,0,0,0,0,0,0,0,0,1,0,1287,0,0.0,1,939.2,0.3658215961420114,43524,1,0,0.0,0,,551.0,551
0,18,0,0,0,0,0,0,0,0,0,0,1,0,1899,3,2.0,1,1026.4,0.0,26210,1,1,1401.4,0,,585.0,585
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1260,2,2.0,0,244.0,0.6700794353129724,18918,0,0,0.0,0,,577.0,577
0,24,0,0,0,0,0,0,1,0,0,0,1,1,1106,2,1.0,0,860.0,0.295160364985906,28082,0,0,0.0,0,,577.0,577
1,19,0,0,0,0,0,0,0,0,0,0,0,1,1960,0,1.0,0,715.2,0.4526111999199194,25056,0,1,11363.8,0,,,999
1,18,0,0,0,0,0,1,0,0,0,0,0,0,376,3,3.0,0,346.40000000000003,0.2562484747754611,52629,0,0,0.0,0,,,999
1,19,0,0,0,0,0,0,0,0,1,0,0,0,2800,2,0.0,0,404.8,0.1061901261568059,52759,0,1,12947.2,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,0,0,296,3,0.0,1,1332.0,0.4101214615102883,47655,0,1,3718.4,0,,,999
0,18,0,0,1,0,0,0,1,1,0,0,0,0,205,3,2.0,0,348.0,0.3053265094450628,25466,0,1,10044.3,1,,501.0,501
1,20,0,0,0,0,0,1,0,1,0,1,0,0,309,1,2.0,0,439.2000000000001,0.4954534733867572,32387,0,0,0.0,1,,,999
0,21,0,0,0,0,0,0,0,0,0,0,1,0,210,1,2.0,1,551.2,0.0,34006,0,1,15084.3,0,,507.0,507
1,21,0,0,0,0,0,0,1,0,0,0,0,0,156,3,0.0,1,76.0,0.3713765922795996,31891,0,0,0.0,0,,,999
0,25,0,0,0,0,0,1,0,0,0,0,0,0,911,0,0.0,0,775.0,0.5201367623141759,34959,0,0,0.0,0,,551.0,551
0,25,0,0,1,0,0,0,0,1,0,0,1,0,1099,2,2.0,0,136.0,0.3853036626243032,30254,0,0,0.0,0,,531.0,531
1,20,0,0,1,0,0,0,0,0,0,0,1,0,1152,2,0.0,0,416.0,0.1455358524421527,27440,0,1,8633.8,1,50.0,,999
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2655,2,1.0,0,315.0,0.3585520109451242,44837,0,1,19600.0,0,,642.0,642
1,20,0,0,0,0,0,0,0,1,1,0,0,0,1033,2,2.0,0,239.2,0.4660081995707098,48707,0,0,0.0,1,,,999
0,21,0,0,0,0,0,0,0,0,0,0,0,1,2014,1,1.0,1,118.4,0.2202866188232751,20709,0,1,11038.3,0,,622.0,622
1,19,0,0,0,0,0,0,0,1,0,1,0,0,512,3,0.0,0,763.2,0.4319653096615115,30542,0,1,9415.7,1,,,999
1,21,0,0,0,0,0,0,0,0,1,0,0,0,535,0,2.0,0,681.6,0.2117497543555903,31560,0,1,12575.5,0,,,999
0,18,0,0,1,0,0,0,0,1,0,1,1,0,518,1,1.0,0,796.8000000000001,0.3322703314072864,30505,0,1,9113.3,1,,519.0,519
0,20,0,0,0,0,0,0,0,0,0,0,1,0,833,0,2.0,1,1212.8,0.0769991599475774,51258,1,0,0.0,0,,519.0,519
1,21,0,0,0,0,0,0,0,0,0,0,0,0,1701,0,2.0,0,570.4,0.2910717409690116,24017,0,0,0.0,0,,,999
0,19,0,0,0,0,0,0,0,0,0,0,0,1,1173,3,3.0,0,668.8000000000001,0.0,36689,1,0,0.0,0,,600.0,600
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2172,1,0.0,0,172.0,0.2678298779131757,47675,0,1,10309.0,0,,630.0,630
1,25,0,0,0,0,0,0,0,0,0,0,0,1,2314,0,2.0,0,139.0,0.2641827432774122,45433,0,1,16993.0,0,,,999
1,20,0,0,0,0,0,0,1,0,0,0,0,0,353,2,0.0,0,135.20000000000002,0.281444974395915,41092,0,0,0.0,0,,,999
0,20,0,0,0,0,0,1,0,0,0,0,0,0,1891,3,1.0,1,1416.0,0.3732486737289806,25076,0,1,7449.4,0,,590.0,590
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1062,0,1.0,0,763.2,0.2253398553999868,49568,0,1,7937.299999999999,0,,,999
0,20,0,0,1,0,0,0,0,0,0,0,0,0,2092,1,1.0,0,375.2000000000001,0.2931327513548117,52232,0,0,0.0,1,50.0,536.0,536
1,25,0,0,0,0,0,1,1,1,1,1,0,0,1300,2,0.0,1,826.0,0.0685560288999982,33716,0,0,0.0,1,,,999
0,19,0,0,0,0,0,0,0,1,0,1,0,0,2355,3,1.0,1,351.20000000000005,0.049607562460355,46820,1,1,15312.499999999998,0,,604.0,604
1,25,0,0,1,0,0,0,0,1,0,0,0,0,2315,3,1.0,1,179.0,0.4487242511439626,38838,0,0,0.0,1,,,999
0,21,0,0,1,0,0,0,0,1,0,0,0,0,413,2,2.0,0,630.4000000000001,0.4062812656299234,42355,1,1,3833.2,0,,530.0,530
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2541,1,2.0,0,714.0,0.275705690639665,38906,0,0,0.0,0,,674.0,674
0,25,0,0,0,0,0,0,0,0,0,0,1,1,2700,1,2.0,0,723.0,0.4009949322884875,51330,0,0,0.0,0,,676.0,676
1,22,0,0,0,0,0,0,1,0,0,0,0,1,1125,3,2.0,0,826.0,0.2714372537287283,38326,0,1,18573.0,0,,,999
1,25,0,0,0,0,0,0,0,0,0,0,0,0,1575,3,0.0,0,503.0,0.5761045701014248,21814,0,0,0.0,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,0,0,151,1,2.0,0,165.60000000000002,0.2996194447123415,29635,0,0,0.0,0,,,999
1,25,0,0,0,0,0,1,1,0,0,0,0,0,603,0,0.0,0,27.0,0.0,45398,0,0,0.0,0,,,999
1,25,0,0,0,0,0,0,0,0,1,0,0,0,1779,1,2.0,0,712.0,0.6217143186857937,44605,1,1,10062.0,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,0,1,318,3,1.0,0,624.0,0.0817498274544698,30624,1,0,0.0,0,,588.0,588
0,23,0,0,0,0,0,1,0,0,1,0,1,0,1384,3,1.0,1,851.0,0.1851716159391196,28313,0,1,4723.0,0,,506.0,506
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1680,0,0.0,0,778.4000000000001,0.5725060107378979,39752,1,0,0.0,0,,,999
0,18,0,0,0,0,0,0,0,0,0,0,1,0,550,1,1.0,1,1386.4,0.2582169965877559,41099,0,1,3993.5,0,,668.0,668
0,20,0,0,0,0,0,0,1,0,0,0,0,0,963,2,2.0,0,241.6,0.1826487547353812,30521,0,0,0.0,0,,634.0,634
0,25,0,0,1,0,0,0,0,1,0,1,0,0,983,3,1.0,0,297.0,0.1979046888699038,36493,0,1,14692.0,1,,565.0,565
0,23,0,0,0,0,0,0,1,0,0,0,0,0,176,0,0.0,1,513.0,0.2651388441609069,22008,0,0,0.0,0,,570.0,570
0,24,0,0,0,0,0,0,1,0,0,0,0,0,1171,0,1.0,0,487.0,0.4497665857414299,53705,1,1,19105.0,0,,623.0,623
0,20,0,0,0,0,0,0,1,0,0,0,0,1,945,0,0.0,0,68.8,0.5128747320285674,49207,0,1,9171.4,0,,639.0,639
0,22,0,0,1,0,0,0,0,1,0,0,1,0,2625,0,2.0,0,903.0,0.2733031483225357,22712,1,0,0.0,0,,671.0,671
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1627,1,0.0,0,601.6,0.3201929054853822,51893,0,0,0.0,0,,646.0,646
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1063,0,0.0,0,287.0,0.263038221432877,22971,0,0,0.0,0,,667.0,667
1,24,0,0,0,0,0,0,0,0,0,0,1,1,152,0,2.0,0,939.0,0.1682899190911544,23769,1,0,0.0,0,,,999
1,23,0,0,1,0,0,0,0,0,0,1,1,0,1191,2,2.0,0,996.0,0.4454584817969349,44980,1,1,9761.0,0,,,999
0,23,0,0,0,0,0,0,0,0,0,0,0,1,993,2,2.0,0,880.0,0.1,35261,0,0,0.0,0,,517.0,517
0,20,0,0,1,0,0,0,0,1,0,0,0,0,2518,0,0.0,0,561.6,0.2792805998195558,27496,1,0,0.0,0,,668.0,668
0,24,0,0,0,0,0,0,1,1,0,0,1,0,2630,3,2.0,0,174.0,0.0,20447,0,0,0.0,1,,542.0,542
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2986,2,0.0,0,452.8,0.3756877965685772,19416,0,1,2034.9,0,,,999
0,25,0,0,1,0,0,1,1,1,1,0,1,0,2062,2,0.0,0,246.0,0.1282537018579666,35504,0,1,5370.0,1,,587.0,587
0,18,0,0,1,0,0,0,0,0,0,0,1,0,2935,0,0.0,0,748.0,0.3555375476046839,24957,0,0,0.0,1,1453.962216424107,566.0,566
1,19,0,0,0,0,0,0,0,0,0,0,1,0,2087,2,0.0,0,708.0,0.3037278592355455,37321,0,1,12469.8,0,,,999
0,18,0,0,0,0,0,1,0,1,1,0,0,0,333,0,0.0,0,588.8000000000001,0.165655652280943,43939,1,1,5713.4,0,,592.0,592
1,20,0,0,0,0,0,0,0,0,0,0,1,1,310,1,1.0,0,472.0,0.2759194416339832,44679,0,1,10043.6,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,0,1,1219,1,0.0,0,996.0,0.2805433163543952,39437,1,0,0.0,0,,532.0,532
0,25,0,0,0,0,0,0,0,0,0,0,0,1,2389,1,2.0,0,555.0,0.3733808855212508,27252,1,1,15878.0,0,,568.0,568
0,25,0,0,0,0,0,1,1,1,0,1,1,0,474,1,2.0,0,243.0,0.0,27549,0,0,0.0,0,,651.0,651
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1029,3,1.0,1,475.0,0.2151567723105349,48654,0,0,0.0,0,,553.0,553
0,23,0,0,0,0,0,1,0,0,1,0,0,0,2606,0,0.0,0,137.0,0.3356555658237997,27910,0,1,11015.0,0,,513.0,513
1,24,0,0,0,0,0,0,0,0,1,0,1,1,2207,0,0.0,0,42.0,0.2782297899765142,46217,0,0,0.0,0,,,999
1,21,0,0,0,0,0,0,0,0,0,0,1,0,2391,2,0.0,0,405.6,0.2440648996349688,27828,0,1,6827.099999999999,0,,,999
0,22,0,0,0,0,0,1,0,0,1,0,0,1,2768,3,0.0,0,188.0,0.0,51436,1,0,0.0,0,,616.0,616
1,18,0,0,0,0,0,0,1,0,0,0,0,0,2919,1,0.0,0,212.0,0.221426489181513,25367,1,0,0.0,0,,,999
0,23,0,0,0,0,0,1,0,0,0,0,0,0,1933,0,1.0,0,676.0,0.1541854841242277,42587,0,1,14262.0,0,,671.0,671
0,25,0,0,0,0,0,0,1,0,0,0,0,0,2881,3,1.0,0,13.0,0.1502648895445738,47134,0,0,0.0,0,,538.0,538
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2757,1,1.0,0,231.0,0.3785651522618021,45461,0,0,0.0,0,,627.0,627
1,19,0,0,0,0,0,1,0,0,0,0,0,0,2212,3,2.0,0,6.4,0.2598774007610953,42700,0,1,3405.5,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1199,0,1.0,0,146.4,0.201303387310972,33205,0,1,11396.7,0,,,999
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2148,1,1.0,0,520.0,0.3952485116916938,37733,0,0,0.0,0,,,999
1,23,0,0,1,0,0,1,1,1,1,0,0,0,1908,2,1.0,1,1369.0,0.4137372771205886,46464,1,0,0.0,0,,,999
0,23,0,0,0,0,0,1,0,0,1,0,0,0,238,0,2.0,0,66.0,0.0789850288045505,34042,0,0,0.0,0,,585.0,585
0,23,0,0,1,0,0,0,0,1,0,0,1,0,2102,1,1.0,0,272.0,0.4467964081602974,20416,0,1,13683.0,1,,608.0,608
1,23,0,0,0,0,0,1,0,1,1,0,1,0,2344,1,1.0,0,553.0,0.1689011042941469,35327,0,1,18549.0,1,,,999
1,18,0,0,0,0,0,1,0,0,1,0,0,0,1736,0,1.0,0,541.6,0.0,22595,1,0,0.0,0,,,999
1,21,0,0,0,0,0,0,1,0,0,0,0,1,1736,3,3.0,0,100.0,0.2109216207195962,37796,0,0,0.0,0,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,0,325,3,1.0,0,744.8000000000001,0.0,34279,0,1,15811.6,0,,,999
0,19,0,0,0,0,0,0,0,0,0,1,0,1,2508,2,1.0,1,396.8,0.0,40760,0,1,3505.6,0,,659.0,659
1,20,0,0,0,0,0,0,0,0,0,0,0,1,2432,1,0.0,0,248.0,0.1958724919862799,22176,0,0,0.0,0,,,999
0,24,0,0,0,0,0,1,0,0,1,0,1,0,455,0,0.0,0,916.0,0.3873186501548554,24690,0,0,0.0,0,,652.0,652
0,22,0,0,1,0,0,1,0,1,0,1,0,0,2311,0,1.0,0,779.0,0.3951815518025798,37835,0,0,0.0,0,,657.0,657
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1756,2,0.0,1,1178.0,0.4009480676245663,23583,0,0,0.0,0,,584.0,584
1,25,0,0,1,0,0,0,1,1,0,0,1,0,1218,2,2.0,0,741.0,0.0363856110079082,21521,0,0,0.0,1,,,999
1,23,0,0,0,0,0,0,1,0,0,0,0,0,196,3,2.0,1,1549.0,0.0003460654559736,45951,0,0,0.0,0,,,999
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1750,2,2.0,0,300.8,0.2567727382921034,20786,0,1,3317.3,0,,550.0,550
0,18,0,0,1,0,0,0,0,1,0,0,0,1,1997,0,0.0,1,240.0,0.0743625550675135,27020,1,0,0.0,1,,504.0,504
1,19,0,0,0,0,0,0,1,0,0,0,0,0,355,0,2.0,0,784.8000000000001,0.340054015674254,24867,1,0,0.0,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,1,1,1770,3,1.0,0,227.2,0.3365780834413747,23074,1,1,15621.9,0,,,999
1,19,0,0,0,0,0,0,1,0,1,0,0,0,787,0,0.0,0,390.4,0.3292026010095998,28396,0,1,11198.6,0,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,1,1576,0,1.0,0,12.0,0.3178090326164845,25174,0,0,0.0,0,,,999
1,20,0,0,0,0,0,0,0,0,0,1,0,0,1113,2,0.0,0,267.2,0.1587427883933463,47569,0,0,0.0,1,,,999
0,21,0,0,1,0,0,1,0,1,1,1,0,1,2779,1,2.0,0,208.0,0.1513306817907732,48603,1,1,7508.9,1,,635.0,635
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2879,1,0.0,0,94.4,0.0,29844,0,0,0.0,0,,569.0,569
0,18,0,0,0,0,0,1,1,0,0,0,0,0,302,2,1.0,0,52.8,0.0212286902033891,30388,1,1,11709.6,0,,558.0,558
0,24,0,0,0,0,0,1,1,0,1,0,1,0,2689,3,1.0,0,744.0,0.3972916165770715,19667,0,1,16143.0,0,,530.0,530
1,18,0,0,0,0,0,1,0,0,0,0,0,0,548,2,0.0,1,571.2,0.1006512850333256,33171,0,0,0.0,0,,,999
0,23,0,0,1,0,0,0,0,1,0,1,0,0,806,1,1.0,0,758.0,0.1064163295094745,48259,0,1,17747.0,0,,562.0,562
1,19,0,0,0,0,0,0,0,1,0,0,1,0,2356,0,2.0,0,130.4,0.0816490622628637,44983,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2576,1,1.0,1,1404.0,0.4184471743541801,18745,0,0,0.0,0,,,999
0,20,0,0,1,0,0,0,0,1,0,0,1,0,1856,0,1.0,0,30.4,0.1238147804704695,45268,0,1,7564.2,1,,568.0,568
1,25,0,0,0,0,0,0,1,0,0,1,0,0,1541,1,1.0,1,363.0,0.3115790871370753,40106,0,0,0.0,0,,,999
1,22,0,0,0,0,0,0,0,0,0,0,0,1,968,1,0.0,0,226.0,0.0805197973876592,29544,0,1,3356.0,0,,,999
1,25,0,0,0,0,0,1,0,0,0,0,1,0,433,2,2.0,0,125.0,0.4988750462086587,44548,0,0,0.0,0,,,999
1,20,0,0,0,0,0,1,0,0,0,0,0,0,976,0,2.0,1,802.4000000000001,0.3027490339873195,40954,0,1,15841.7,0,,,999
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0.0,0,357.6,0.1675872904871519,31799,0,1,17035.899999999998,0,,649.0,649
1,23,0,0,0,0,0,1,0,0,1,0,0,1,582,3,0.0,0,89.0,0.3145130425160612,26598,0,1,13887.0,0,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,0,568,1,0.0,0,480.0,0.0521098087051389,53637,0,0,0.0,0,,,999
1,19,0,0,0,0,0,0,1,0,0,0,0,0,2425,2,1.0,1,972.0,0.1345395364588262,20800,0,0,0.0,0,,,999
1,22,0,0,0,0,0,1,0,0,1,0,0,0,2287,3,1.0,0,88.0,0.0,34715,0,1,15766.0,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1529,1,2.0,1,706.0,0.280014318634958,43947,0,0,0.0,0,,504.0,504
0,20,0,0,0,0,0,1,1,0,0,0,0,0,1859,1,2.0,0,455.2000000000001,0.1683732679228419,41260,0,0,0.0,0,,575.0,575
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1937,0,1.0,0,52.0,0.359107336876365,18307,0,0,0.0,0,,,999
1,25,0,0,0,0,0,0,1,0,0,0,0,0,154,1,1.0,0,592.0,0.0563798302777087,26055,0,0,0.0,0,,,999
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1571,3,3.0,1,229.6,0.0,48767,0,1,12607.7,0,,518.0,518
1,23,0,0,0,0,0,0,1,0,0,0,0,0,2991,1,2.0,0,188.0,0.5646923297749545,22922,0,1,22181.0,0,,,999
0,22,0,0,0,0,0,1,1,1,0,1,0,0,2861,2,2.0,0,269.0,0.0,44988,1,0,0.0,0,,571.0,571
0,21,0,0,0,0,0,1,0,0,1,0,1,1,2597,0,1.0,0,120.0,0.2437784368281154,40580,0,0,0.0,0,,547.0,547
0,19,0,0,0,0,0,0,0,0,0,0,0,1,2357,3,2.0,0,380.0,0.143722222717357,24486,0,0,0.0,0,,597.0,597
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2427,2,1.0,0,687.0,0.3488265446443359,53018,0,1,22053.0,0,,633.0,633
1,24,0,0,0,0,0,0,0,0,1,0,1,1,765,2,2.0,0,991.0,0.588546467849647,26681,0,0,0.0,0,,,999
0,24,0,0,0,0,0,1,1,0,1,0,0,0,2434,2,2.0,0,489.0,0.4425613764034098,49000,0,0,0.0,0,,583.0,583
1,21,0,0,1,0,0,0,0,1,0,1,0,0,277,0,2.0,0,578.4,0.0,42312,0,1,15668.8,0,,,999
1,18,0,0,1,0,0,0,0,1,0,1,0,1,1746,1,0.0,0,12.0,0.3551614372372715,49368,1,0,0.0,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2778,3,2.0,1,1165.0,0.2782830254183693,25959,0,0,0.0,0,,670.0,670
1,19,0,0,0,0,0,1,0,0,1,0,0,0,2716,1,1.0,0,672.8000000000001,0.3619067510017086,34169,0,1,14729.4,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2846,2,2.0,0,252.8,0.2459406028313092,23475,1,0,0.0,0,,,999
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1967,3,0.0,1,518.4,0.0883704425847585,26922,0,1,15828.4,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1402,2,2.0,0,133.6,0.4423082800649229,45856,0,0,0.0,0,,,999
1,18,0,0,0,0,0,1,1,0,1,0,0,0,1751,3,1.0,1,448.0,0.473360060956534,31594,0,0,0.0,0,,,999
1,21,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0.0,1,485.6,0.3568470543983006,30312,0,0,0.0,0,,,999
0,21,0,0,0,0,0,1,1,0,0,0,1,0,1102,0,1.0,0,113.6,0.4355184032777436,32670,0,1,5292.0,0,,627.0,627
1,20,0,0,0,0,0,0,0,0,0,0,1,0,2482,2,2.0,0,378.4,0.2178944241026066,23289,0,1,8521.8,0,,,999
0,23,0,0,1,0,0,0,0,1,0,1,0,0,615,0,2.0,1,596.0,0.2031815590312305,28051,0,0,0.0,1,,618.0,618
1,23,0,0,0,0,0,0,1,0,0,0,0,0,503,2,2.0,1,880.0,0.0149902565818879,40449,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0.0,0,417.6,0.2443723988133324,20479,1,0,0.0,0,,,999
0,18,0,0,0,0,0,1,0,0,1,0,0,0,811,1,2.0,0,738.4000000000001,0.0650577956036884,53604,1,0,0.0,0,,502.0,502
0,25,0,0,0,0,0,0,0,0,0,0,0,0,827,3,1.0,0,844.0,0.4729652384315918,47092,0,0,0.0,0,,646.0,646
0,19,0,0,0,0,0,0,1,0,0,0,0,0,2222,3,1.0,0,444.8,0.3368766880865393,39893,1,1,5467.7,0,,657.0,657
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2631,2,0.0,0,494.4,0.127738482425268,27969,0,1,9786.0,0,,,999
0,21,0,0,0,0,0,0,1,0,0,0,1,0,2237,2,2.0,0,294.40000000000003,0.1645317188421146,24770,0,0,0.0,0,,590.0,590
0,23,0,0,1,0,0,0,0,1,0,0,0,0,2745,3,2.0,0,869.0,0.3724690729162608,27967,0,1,8651.0,0,,580.0,580
0,23,0,0,0,0,0,0,1,0,1,0,1,0,845,1,1.0,0,55.0,0.7381653501694735,33218,0,0,0.0,0,,670.0,670
1,20,0,0,0,0,0,0,0,0,0,0,0,0,351,3,2.0,0,768.8000000000001,0.3600331401782736,47081,1,1,17140.899999999998,0,,,999
1,19,0,0,0,0,0,0,0,0,1,0,0,0,2232,1,0.0,0,567.2,0.1234813201319089,32199,0,0,0.0,0,,,999
1,18,0,0,0,0,0,1,1,0,1,0,1,0,1102,2,2.0,0,279.2,0.1962361962850747,33778,1,0,0.0,0,,,999
0,23,0,0,0,0,0,0,0,0,1,0,0,0,2763,1,0.0,0,782.0,0.402496945425958,50968,0,1,16555.0,0,,567.0,567
0,20,0,0,0,0,0,0,1,0,0,0,1,0,1517,0,0.0,0,116.0,0.0875222152021924,23285,1,0,0.0,0,,501.0,501
0,24,0,0,0,0,0,1,0,1,0,0,0,0,203,3,0.0,0,359.0,0.5822000834190812,19969,0,1,19018.0,1,,619.0,619
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2440,3,1.0,0,438.0,0.4083013520308698,49564,0,1,13815.0,0,,672.0,672
1,18,0,0,0,0,0,1,0,0,1,0,1,0,2354,2,0.0,0,639.2,0.2147742643935577,50312,0,0,0.0,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2690,0,1.0,0,511.2000000000001,0.5054721010238906,25428,0,0,0.0,0,,,999
1,21,0,0,0,0,0,0,0,0,0,0,0,0,1171,2,0.0,0,788.0,0.2030150944155768,46535,0,1,13512.8,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,456,0,1.0,0,3.2,0.0531597137401175,20618,0,1,6249.599999999999,0,,,999
1,20,0,0,0,0,0,0,1,0,0,0,1,1,529,1,2.0,1,1176.8,0.3075093875790399,51162,0,0,0.0,0,,,999
1,18,0,0,0,0,0,1,0,0,0,0,1,1,2271,2,2.0,1,223.2,0.1347155192930156,22667,0,1,12250.0,0,,,999
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1502,2,2.0,1,1612.8000000000002,0.492795255604652,36084,0,1,10087.7,0,,,999
0,19,0,0,0,0,0,0,0,0,1,0,1,0,880,1,0.0,1,241.6,0.499059613097855,22632,1,1,14732.9,0,,628.0,628
0,22,0,0,0,0,0,1,0,0,0,0,0,0,124,0,2.0,0,189.0,0.2497145332707893,29578,1,1,16427.0,0,,511.0,511
1,18,0,0,0,0,0,0,0,0,0,1,1,0,1648,2,1.0,1,1060.8,0.0,21110,0,0,0.0,1,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,0,501,3,2.0,1,1280.8000000000002,0.1029389186564959,53804,0,1,4511.5,0,,,999
